City,Sector,Polygon,Center-Lat,Center-Lng,Area,Area-Type,Area-Unit,Price
Gurgaon,,,,,,,,
 ,NH-8,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,500,Plot ,Sq. Yards,"25,000"
 ,NH-8,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,1000,Plot ,Sq. Meter,2.4 Lac
 ,NH-8,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,10000 to 100000,Built-up ,Sq.Ft.,2.5 Lac to 25 Lac
 ,NH-8,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,0.3,Plot ,Acres,7.5 Lac
 ,NH-8,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,500,Plot ,Sq. Yards,"50,000"
 ,NH-8,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,8500,Built-up ,Sq.Ft.,8.5 Lac
 ,NH-8,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,500 to 120000,Built-up ,Sq.Ft.,7500 to 18 Lac
 ,Sector-38 Gurgaon,"[{'lng': 77.04661128, 'lat': 28.44727733}, {'lng': 77.04620934, 'lat': 28.44677781}, {'lng': 77.04645986, 'lat': 28.44587037}, {'lng': 77.04552152, 'lat': 28.44480543}, {'lng': 77.04146372, 'lat': 28.44057865}, {'lng': 77.0433652, 'lat': 28.43907612}, {'lng': 77.04904316, 'lat': 28.43480171}, {'lng': 77.04914795, 'lat': 28.43466391}, {'lng': 77.04921594, 'lat': 28.43449464}, {'lng': 77.04942549, 'lat': 28.43452163}, {'lng': 77.0495986, 'lat': 28.43475333}, {'lng': 77.04950286, 'lat': 28.43485042}, {'lng': 77.05363105, 'lat': 28.43919824}, {'lng': 77.05864799, 'lat': 28.44439944}, {'lng': 77.05748733, 'lat': 28.44445778}, {'lng': 77.05666817, 'lat': 28.44519762}, {'lng': 77.0562399, 'lat': 28.44585817}, {'lng': 77.05583513, 'lat': 28.44620817}, {'lng': 77.05496075, 'lat': 28.44647125}, {'lng': 77.05350749, 'lat': 28.44673481}, {'lng': 77.0529971, 'lat': 28.44631367}, {'lng': 77.05236287, 'lat': 28.44649873}, {'lng': 77.05201072, 'lat': 28.44645168}, {'lng': 77.0520655, 'lat': 28.44687027}, {'lng': 77.05099399, 'lat': 28.44704009}, {'lng': 77.05093703, 'lat': 28.4483155}, {'lng': 77.05046895, 'lat': 28.4486914}, {'lng': 77.04764056, 'lat': 28.44639027}, {'lng': 77.04661128, 'lat': 28.44727733}]",28.4423313,77.0492504,500,Plot ,Sq. Yards,7 Lac
 ,Sector-40 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,263,Plot ,Sq. Yards,"21,998"
 ,Sector-40 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,10000 to 11000,Built-up ,Sq.Ft.,3.5 Lac to 3.85 Lac
 ,Sector-40 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,600,Built-up ,Sq.Ft.,"20,000"
 ,Sector-40 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,220,Plot ,Sq.Ft.,"35,000"
 ,Sector-40 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,500,Plot ,Sq. Yards,2.25 Lac
 ,South City 1,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,400,Built-up ,Sq.Ft.,"10,000"
 ,South City 1,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,1000,Built-up ,Sq.Ft.,"25,000"
 ,Sector-39 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,502,Plot ,Sq. Yards,2.45 Lac
 ,Sector-40 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,165,Plot ,Sq. Meter,8000
 ,Sector-31 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,120,Plot ,Sq. Yards,"65,000"
 ,Sector-45 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,1850,Built-up ,Sq.Ft.,1.25 Lac
 ,Sector-45 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,1000,Plot ,Sq. Yards,11 Lac
 ,Sector-39 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,3600,Built-up ,Sq.Ft.,3.6 Lac
 ,Sector-39 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,5500,Built-up ,Sq.Ft.,4.4 Lac
 ,Sector-39 Gurgaon,"[{'lng': 77.05093189, 'lat': 28.44832217}, {'lng': 77.05100877, 'lat': 28.44703259}, {'lng': 77.05205095, 'lat': 28.4468484}, {'lng': 77.0520237, 'lat': 28.44645616}, {'lng': 77.05235359, 'lat': 28.446497}, {'lng': 77.05298519, 'lat': 28.44632208}, {'lng': 77.05351165, 'lat': 28.44672456}, {'lng': 77.05494066, 'lat': 28.44646646}, {'lng': 77.05583913, 'lat': 28.44621541}, {'lng': 77.05623275, 'lat': 28.44586121}, {'lng': 77.05668384, 'lat': 28.44517774}, {'lng': 77.05748591, 'lat': 28.44447561}, {'lng': 77.05863098, 'lat': 28.44439331}, {'lng': 77.06390401, 'lat': 28.44982303}, {'lng': 77.05852834, 'lat': 28.45398956}, {'lng': 77.05656932, 'lat': 28.45530114}, {'lng': 77.05046563, 'lat': 28.44868776}, {'lng': 77.05093189, 'lat': 28.44832217}]",28.4489007,77.0578855,10000 to 80000,Built-up ,Sq.Ft.,7 Lac to 56 Lac
